_group_key,input_reactants,input_reagents,product_1_canonical_smiles,product_2_canonical_smiles,input_boronic_acid,input_sulfonamide,input_base,input_catalyst,input_solvent,_group_key_sampled
COCCOc1ccccc1S(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1.COCCOc1ccccc1S(N)(=O)=O,O=P([O-])([O-])[O-].[K+].CC(=O)[O-].[Cu+2].ClCCCl,COCCOc1ccccc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1,COCCOc1ccccc1S(=O)(=O)N(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1,COCCOc1ccccc1S(N)(=O)=O,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,COCCOc1ccccc1S(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1
COCCOc1ccccc1S(N)(=O)=O,COc1ccc(B(O)O)cc1.COCCOc1ccccc1S(N)(=O)=O,CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CO,COCCOc1ccccc1S(=O)(=O)Nc1ccc(OC)cc1,COCCOc1ccccc1S(=O)(=O)N(c1ccc(OC)cc1)c1ccc(OC)cc1,COc1ccc(B(O)O)cc1,COCCOc1ccccc1S(N)(=O)=O,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CO,COCCOc1ccccc1S(N)(=O)=O.COc1ccc(B(O)O)cc1
COCCOc1ccccc1S(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1.COCCOc1ccccc1S(N)(=O)=O,O=C([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+].ClCCCl,COCCOc1ccccc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1,COCCOc1ccccc1S(=O)(=O)N(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1,COCCOc1ccccc1S(N)(=O)=O,O=C([O-])[O-].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClCCCl,COCCOc1ccccc1S(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,OB(O)c1ccc(C(F)(F)F)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,O=C([O-])[O-].[K+].CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CCOC(C)=O,COC(=O)c1oc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1C,OB(O)c1ccc(C(F)(F)F)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,O=C([O-])[O-].[K+].[K+],CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CCOC(C)=O,COC(=O)c1oc(S(N)(=O)=O)cc1C.OB(O)c1ccc(C(F)(F)F)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CC(=O)[O-].[Cu+2].ClCCCl,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1C,COc1ccc(B(O)O)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,,CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,COC(=O)c1oc(S(N)(=O)=O)cc1C.COc1ccc(B(O)O)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,OB(O)c1ccc(C(F)(F)F)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CN(C)c1ccncc1.O=S(=O)([O-])C(F)(F)F.[Cu+2].CO,COC(=O)c1oc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1C,OB(O)c1ccc(C(F)(F)F)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,CN(C)c1ccncc1,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CO,COC(=O)c1oc(S(N)(=O)=O)cc1C.OB(O)c1ccc(C(F)(F)F)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].ClCCCl,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1C,COc1ccc(B(O)O)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClCCCl,COC(=O)c1oc(S(N)(=O)=O)cc1C.COc1ccc(B(O)O)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CCOC(C)=O,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1C,COc1ccc(B(O)O)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,COC(=O)c1oc(S(N)(=O)=O)cc1C.COc1ccc(B(O)O)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,OB(O)c1ccc(C(F)(F)F)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],COC(=O)c1oc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1C,OB(O)c1ccc(C(F)(F)F)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC#N,COC(=O)c1oc(S(N)(=O)=O)cc1C.OB(O)c1ccc(C(F)(F)F)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,O=C([O-])[O-].[K+].CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CC#N,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1C,COc1ccc(B(O)O)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,O=C([O-])[O-].[K+].[K+],CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC#N,COC(=O)c1oc(S(N)(=O)=O)cc1C.COc1ccc(B(O)O)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,OB(O)c1ccc(C(F)(F)F)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CC#N.F[P-](F)(F)(F)(F)F.[Cu+],COC(=O)c1oc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1C,OB(O)c1ccc(C(F)(F)F)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC#N,COC(=O)c1oc(S(N)(=O)=O)cc1C.OB(O)c1ccc(C(F)(F)F)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC.O=S(=O)([O-])C(F)(F)F.[Cu+2].CCOC(C)=O,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1C,COc1ccc(B(O)O)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,COC(=O)c1oc(S(N)(=O)=O)cc1C.COc1ccc(B(O)O)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,OB(O)c1ccc(C(F)(F)F)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,O=P([O-])([O-])[O-].[K+].CC(=O)[O-].[Cu+2].CC#N,COC(=O)c1oc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1C,OB(O)c1ccc(C(F)(F)F)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],CC#N,COC(=O)c1oc(S(N)(=O)=O)cc1C.OB(O)c1ccc(C(F)(F)F)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,OB(O)c1ccc(C(F)(F)F)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CC(=O)[O-].[Cu+2].ClCCCl,COC(=O)c1oc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1C,OB(O)c1ccc(C(F)(F)F)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,,CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,COC(=O)c1oc(S(N)(=O)=O)cc1C.OB(O)c1ccc(C(F)(F)F)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC.O=S(=O)([O-])C(F)(F)F.[Cu+2].ClCCCl,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1C,COc1ccc(B(O)O)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],ClCCCl,COC(=O)c1oc(S(N)(=O)=O)cc1C.COc1ccc(B(O)O)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(C(C)C)C(C)C.CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CC#N,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1C,COc1ccc(B(O)O)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(C(C)C)C(C)C,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC#N,COC(=O)c1oc(S(N)(=O)=O)cc1C.COc1ccc(B(O)O)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CN(C)c1ccncc1.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1C,COc1ccc(B(O)O)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,CN(C)c1ccncc1,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC#N,COC(=O)c1oc(S(N)(=O)=O)cc1C.COc1ccc(B(O)O)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,OB(O)c1ccc(C(F)(F)F)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CCOC(C)=O,COC(=O)c1oc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1C,OB(O)c1ccc(C(F)(F)F)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,COC(=O)c1oc(S(N)(=O)=O)cc1C.OB(O)c1ccc(C(F)(F)F)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,O=P([O-])([O-])[O-].[K+].CC(=O)[O-].[Cu+2].CC#N,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1C,COc1ccc(B(O)O)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],CC#N,COC(=O)c1oc(S(N)(=O)=O)cc1C.COc1ccc(B(O)O)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(C(C)C)C(C)C.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].ClCCCl,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1C,COc1ccc(B(O)O)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(C(C)C)C(C)C,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClCCCl,COC(=O)c1oc(S(N)(=O)=O)cc1C.COc1ccc(B(O)O)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,OB(O)c1ccc(C(F)(F)F)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CN(C)c1ccncc1.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CCOC(C)=O,COC(=O)c1oc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1C,OB(O)c1ccc(C(F)(F)F)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,CN(C)c1ccncc1,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,COC(=O)c1oc(S(N)(=O)=O)cc1C.OB(O)c1ccc(C(F)(F)F)cc1
COC(=O)c1oc(S(N)(=O)=O)cc1C,OB(O)c1ccc(C(F)(F)F)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC.CC(=O)[O-].[Cu+2].ClCCCl,COC(=O)c1oc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1C,OB(O)c1ccc(C(F)(F)F)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC,CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,COC(=O)c1oc(S(N)(=O)=O)cc1C.OB(O)c1ccc(C(F)(F)F)cc1
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,O=P([O-])([O-])[O-].[K+].CC(=O)[O-].[Cu+2].CCOC(C)=O,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],CCOC(C)=O,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,CCN(C(C)C)C(C)C.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].ClCCCl,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,CCN(C(C)C)C(C)C,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClCCCl,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,O=P([O-])([O-])[O-].[K+].CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CC#N,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC#N,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CCOC(C)=O,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CCOC(C)=O,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,CN(C)c1ccncc1.CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].ClCCCl,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,CN(C)c1ccncc1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClCCCl,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,O=P([O-])([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+],COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC#N,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,CCN(CC)CC.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CCOC(C)=O,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,CCN(CC)CC,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,O=C([O-])[O-].[K+].CC(=O)[O-].[Cu+2].CCOC(C)=O,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,O=C([O-])[O-].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],CCOC(C)=O,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,CCN(CC)CC.O=S(=O)([O-])C(F)(F)F.[Cu+2].ClCCCl,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,CCN(CC)CC,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],ClCCCl,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,CC(C)(C)C(=O)[O-].[Cs+].CC(=O)[O-].[Cu+2].ClCCCl,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,CC(C)(C)C(=O)[O-].[Cs+],CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2
NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C([O-])[O-].[K+].CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CCOC(C)=O,COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C([O-])[O-].[K+].[K+],CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CCOC(C)=O,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1
NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CCN(CC)CC.O=S(=O)([O-])C(F)(F)F.[Cu+2].CO,COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CCN(CC)CC,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CO,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1
NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CCN(C(C)C)C(C)C.CC(=O)[O-].[Cu+2].ClCCCl,COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CCN(C(C)C)C(C)C,CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1
NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CCN(C(C)C)C(C)C.CC(=O)[O-].[Cu+2].CC#N,COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CCN(C(C)C)C(C)C,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC#N,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1
NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CCN(CC)CC.CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CCOC(C)=O,COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CCN(CC)CC,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CCOC(C)=O,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1
