input_reaction_separated,input_reaction_combined,product_1_tokenized,product_2_tokenized
N S ( = O ) ( = O ) c 1 c c c c 2 c 1 c c c c 2 O C . c 1 ( c c c ( c c 1 ) O C ) B ( O ) O > O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C C O C ( C ) = O . [O-] S ( = O ) ( C ( F ) ( F ) F ) = O . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2],O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . [O-] S ( = O ) ( C ( F ) ( F ) F ) = O . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2] . C C O C ( C ) = O . N S ( = O ) ( = O ) c 1 c c c c 2 c 1 c c c c 2 O C . c 1 ( c c c ( c c 1 ) O C ) B ( O ) O,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c c c 3 c ( O C ) c c c c 2 3 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c c c 3 c ( O C ) c c c c 2 3 ) c c 1
B ( O ) ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . C c 1 c c ( S ( = O ) ( = O ) N ) o c 1 C ( O C ) = O > N ( C C N ( C ) C ) ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . Cl C C Cl,Cl C C Cl . N ( C C N ( C ) C ) ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . C c 1 c c ( S ( = O ) ( = O ) N ) o c 1 C ( O C ) = O . B ( O ) ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1,C O C ( = O ) c 1 o c ( S ( = O ) ( = O ) N c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c c 1 C,C O C ( = O ) c 1 o c ( S ( = O ) ( = O ) N ( c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c c 1 C
N S ( = O ) ( = O ) c 1 c c ( Cl ) c ( F ) c c 1 Cl . C O c 1 c c c ( B ( O ) O ) c c 1 > C O . O = C ( [O-] ) [O-] . [K+] . [K+] . C C ( = O ) [O-] . C C ( = O ) [O-] . [Cu+2],N S ( = O ) ( = O ) c 1 c c ( Cl ) c ( F ) c c 1 Cl . C C ( = O ) [O-] . C C ( = O ) [O-] . [Cu+2] . C O c 1 c c c ( B ( O ) O ) c c 1 . C O . O = C ( [O-] ) [O-] . [K+] . [K+],C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c ( Cl ) c ( F ) c c 2 Cl ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c ( Cl ) c ( F ) c c 2 Cl ) c c 1
O = S ( = O ) ( c 1 c ( I ) c c c c 1 ) N . O B ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) O > C O . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C N ( C C N ( C ) C ) C . C N ( C C N ( C ) C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],O = S ( = O ) ( c 1 c ( I ) c c c c 1 ) N . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . O B ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) O . C O . C N ( C C N ( C ) C ) C . C N ( C C N ( C ) C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],O = S ( = O ) ( N c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c c c 1 I,O = S ( = O ) ( c 1 c c c c c 1 I ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
C ( F ) ( F ) ( F ) c 1 n n ( - c 2 c c c ( c c 2 ) S ( N ) ( = O ) = O ) c ( c 1 ) - c 1 c c c ( c c 1 ) C . c 1 c ( c c c ( B ( O ) O ) c 1 ) O C > C N ( C ) c 1 c c n c c 1 . Cl C C Cl . N ( C ) ( C ) C C N ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],c 1 c ( c c c ( B ( O ) O ) c 1 ) O C . N ( C ) ( C ) C C N ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . C ( F ) ( F ) ( F ) c 1 n n ( - c 2 c c c ( c c 2 ) S ( N ) ( = O ) = O ) c ( c 1 ) - c 1 c c c ( c c 1 ) C . Cl C C Cl . C N ( C ) c 1 c c n c c 1,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c c ( - n 3 n c ( C ( F ) ( F ) F ) c c 3 - c 3 c c c ( C ) c c 3 ) c c 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c c ( - n 3 n c ( C ( F ) ( F ) F ) c c 3 - c 3 c c c ( C ) c c 3 ) c c 2 ) c c 1
O B ( O ) c 1 c c c ( c c 1 ) O C . O = S ( N ) ( = O ) c 1 c ( Cl ) c c ( F ) c ( c 1 ) Cl > C C # N . C C # N . C ( # N ) C . N # C C . [P-] ( F ) ( F ) ( F ) ( F ) ( F ) F . [Cu+] . C C # N . O = C ( [O-] ) [O-] . [K+] . [K+],C C # N . C C # N . C C # N . C ( # N ) C . N # C C . [P-] ( F ) ( F ) ( F ) ( F ) ( F ) F . [Cu+] . O B ( O ) c 1 c c c ( c c 1 ) O C . O = C ( [O-] ) [O-] . [K+] . [K+] . O = S ( N ) ( = O ) c 1 c ( Cl ) c c ( F ) c ( c 1 ) Cl,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c ( Cl ) c ( F ) c c 2 Cl ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c ( Cl ) c ( F ) c c 2 Cl ) c c 1
c 1 c c c ( C ( F ) ( F ) F ) c c 1 C S ( = O ) ( N ) = O . c 1 ( B ( O ) O ) c c c ( c c 1 ) O C > F C ( F ) ( S ( = O ) ( = O ) [O-] ) F . [O-] S ( C ( F ) ( F ) F ) ( = O ) = O . [Cu+2] . C C N ( C C ) C C . C O,C C N ( C C ) C C . C O . c 1 c c c ( C ( F ) ( F ) F ) c c 1 C S ( = O ) ( N ) = O . c 1 ( B ( O ) O ) c c c ( c c 1 ) O C . F C ( F ) ( S ( = O ) ( = O ) [O-] ) F . [O-] S ( C ( F ) ( F ) F ) ( = O ) = O . [Cu+2],C O c 1 c c c ( N S ( = O ) ( = O ) C c 2 c c c c ( C ( F ) ( F ) F ) c 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C c 2 c c c c ( C ( F ) ( F ) F ) c 2 ) c c 1
c 1 c c ( O C ) c c c 1 B ( O ) O . c 1 ( C S ( N ) ( = O ) = O ) c c ( C ) o n 1 > C C ( [O-] ) = O . C C ( [O-] ) = O . [Cu+2] . Cl C C Cl . O = C ( [O-] ) [O-] . [Na+] . [Na+],C C ( [O-] ) = O . C C ( [O-] ) = O . [Cu+2] . c 1 ( C S ( N ) ( = O ) = O ) c c ( C ) o n 1 . Cl C C Cl . c 1 c c ( O C ) c c c 1 B ( O ) O . O = C ( [O-] ) [O-] . [Na+] . [Na+],C O c 1 c c c ( N S ( = O ) ( = O ) C c 2 c c ( C ) o n 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C c 2 c c ( C ) o n 2 ) c c 1
c 1 ( c c c ( c c 1 ) O C ) B ( O ) O . c 1 c c ( c c c 1 ) C C S ( = O ) ( = O ) N > C C N ( C ( C ) C ) C ( C ) C . O = C ( C ) [O-] . C C ( = O ) [O-] . [Cu+2] . Cl C C Cl,C C N ( C ( C ) C ) C ( C ) C . Cl C C Cl . c 1 ( c c c ( c c 1 ) O C ) B ( O ) O . c 1 c c ( c c c 1 ) C C S ( = O ) ( = O ) N . O = C ( C ) [O-] . C C ( = O ) [O-] . [Cu+2],C O c 1 c c c ( N S ( = O ) ( = O ) C C c 2 c c c c c 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C C c 2 c c c c c 2 ) c c 1
O B ( c 1 c c c ( O C ) c c 1 ) O . C ( N ( C ) C ) ( c 1 c ( n c c c 1 ) S ( = O ) ( = O ) N ) = O > F C ( S ( = O ) ( [O-] ) = O ) ( F ) F . F C ( F ) ( S ( = O ) ( = O ) [O-] ) F . [Cu+2] . C C N ( C ( C ) C ) C ( C ) C . C C O C ( C ) = O,C C O C ( C ) = O . C C N ( C ( C ) C ) C ( C ) C . O B ( c 1 c c c ( O C ) c c 1 ) O . F C ( S ( = O ) ( [O-] ) = O ) ( F ) F . F C ( F ) ( S ( = O ) ( = O ) [O-] ) F . [Cu+2] . C ( N ( C ) C ) ( c 1 c ( n c c c 1 ) S ( = O ) ( = O ) N ) = O,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 n c c c c 2 C ( = O ) N ( C ) C ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 n c c c c 2 C ( = O ) N ( C ) C ) c c 1
c 1 c ( c c ( c c 1 C ( = O ) O C ) Br ) S ( = O ) ( = O ) N . O B ( O ) c 1 c c c ( c c 1 ) O C > C C O C ( C ) = O . C N ( C ) c 1 c c n c c 1 . C ( C ) # N . C ( # N ) C . C ( # N ) C . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+],O B ( O ) c 1 c c c ( c c 1 ) O C . c 1 c ( c c ( c c 1 C ( = O ) O C ) Br ) S ( = O ) ( = O ) N . C ( C ) # N . C ( # N ) C . C ( # N ) C . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . C N ( C ) c 1 c c n c c 1 . C C O C ( C ) = O,C O C ( = O ) c 1 c c ( Br ) c c ( S ( = O ) ( = O ) N c 2 c c c ( O C ) c c 2 ) c 1,C O C ( = O ) c 1 c c ( Br ) c c ( S ( = O ) ( = O ) N ( c 2 c c c ( O C ) c c 2 ) c 2 c c c ( O C ) c c 2 ) c 1
c 1 c c ( B ( O ) O ) c c c 1 O C . S ( N ) ( c 1 c c c ( s 1 ) - c 1 c c c c n 1 ) ( = O ) = O > O = C ( [O-] ) [O-] . [K+] . [K+] . Cl C C Cl . O = S ( = O ) ( C ( F ) ( F ) F ) [O-] . F C ( S ( [O-] ) ( = O ) = O ) ( F ) F . [Cu+2],c 1 c c ( B ( O ) O ) c c c 1 O C . O = C ( [O-] ) [O-] . [K+] . [K+] . S ( N ) ( c 1 c c c ( s 1 ) - c 1 c c c c n 1 ) ( = O ) = O . Cl C C Cl . O = S ( = O ) ( C ( F ) ( F ) F ) [O-] . F C ( S ( [O-] ) ( = O ) = O ) ( F ) F . [Cu+2],C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c c ( - c 3 c c c c n 3 ) s 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c c ( - c 3 c c c c n 3 ) s 2 ) c c 1
C O c 1 c c c ( B ( O ) O ) c c 1 . O = S ( c 1 c c ( C ) c ( o 1 ) C ( O C ) = O ) ( N ) = O > C C # N . C C N ( C ( C ) C ) C ( C ) C . C N ( C ) C C N ( C ) C . C ( N ( C ) C ) C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],C N ( C ) C C N ( C ) C . C ( N ( C ) C ) C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . C O c 1 c c c ( B ( O ) O ) c c 1 . O = S ( c 1 c c ( C ) c ( o 1 ) C ( O C ) = O ) ( N ) = O . C C N ( C ( C ) C ) C ( C ) C . C C # N,C O C ( = O ) c 1 o c ( S ( = O ) ( = O ) N c 2 c c c ( O C ) c c 2 ) c c 1 C,C O C ( = O ) c 1 o c ( S ( = O ) ( = O ) N ( c 2 c c c ( O C ) c c 2 ) c 2 c c c ( O C ) c c 2 ) c c 1 C
C ( C ) O C ( = O ) c 1 c c c c c 1 S ( N ) ( = O ) = O . F C ( c 1 c c c ( c c 1 ) B ( O ) O ) ( F ) F > [O-] S ( = O ) ( C ( F ) ( F ) F ) = O . F C ( F ) ( F ) S ( [O-] ) ( = O ) = O . [Cu+2] . C O,C ( C ) O C ( = O ) c 1 c c c c c 1 S ( N ) ( = O ) = O . F C ( c 1 c c c ( c c 1 ) B ( O ) O ) ( F ) F . [O-] S ( = O ) ( C ( F ) ( F ) F ) = O . F C ( F ) ( F ) S ( [O-] ) ( = O ) = O . [Cu+2] . C O,C C O C ( = O ) c 1 c c c c c 1 S ( = O ) ( = O ) N c 1 c c c ( C ( F ) ( F ) F ) c c 1,C C O C ( = O ) c 1 c c c c c 1 S ( = O ) ( = O ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
N S ( = O ) ( c 1 c ( C ( = O ) O C C ) c c c c 1 ) = O . C ( c 1 c c c ( c c 1 ) B ( O ) O ) ( F ) ( F ) F > Cl C C Cl . C C N ( C ( C ) C ) C ( C ) C . F C ( F ) ( S ( [O-] ) ( = O ) = O ) F . S ( = O ) ( = O ) ( C ( F ) ( F ) F ) [O-] . [Cu+2],F C ( F ) ( S ( [O-] ) ( = O ) = O ) F . S ( = O ) ( = O ) ( C ( F ) ( F ) F ) [O-] . [Cu+2] . C ( c 1 c c c ( c c 1 ) B ( O ) O ) ( F ) ( F ) F . Cl C C Cl . N S ( = O ) ( c 1 c ( C ( = O ) O C C ) c c c c 1 ) = O . C C N ( C ( C ) C ) C ( C ) C,C C O C ( = O ) c 1 c c c c c 1 S ( = O ) ( = O ) N c 1 c c c ( C ( F ) ( F ) F ) c c 1,C C O C ( = O ) c 1 c c c c c 1 S ( = O ) ( = O ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
C O c 1 c c c ( B ( O ) O ) c c 1 . N S ( C C C C # N ) ( = O ) = O > C N ( C ) c 1 c c n c c 1 . O = C ( [O-] ) C . C ( C ) ( = O ) [O-] . [Cu+2] . C O,C O . C O c 1 c c c ( B ( O ) O ) c c 1 . N S ( C C C C # N ) ( = O ) = O . O = C ( [O-] ) C . C ( C ) ( = O ) [O-] . [Cu+2] . C N ( C ) c 1 c c n c c 1,C O c 1 c c c ( N S ( = O ) ( = O ) C C C C # N ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C C C C # N ) c c 1
c 1 ( O C ) c c c ( c c 1 ) B ( O ) O . c 1 c ( S ( = O ) ( N ) = O ) o c ( c 1 C ) C ( O C ) = O > O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C O . C ( # N ) C . C ( C ) # N . C C # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+],C O . C ( # N ) C . C ( C ) # N . C C # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . c 1 c ( S ( = O ) ( N ) = O ) o c ( c 1 C ) C ( O C ) = O . c 1 ( O C ) c c c ( c c 1 ) B ( O ) O . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+],C O C ( = O ) c 1 o c ( S ( = O ) ( = O ) N c 2 c c c ( O C ) c c 2 ) c c 1 C,C O C ( = O ) c 1 o c ( S ( = O ) ( = O ) N ( c 2 c c c ( O C ) c c 2 ) c 2 c c c ( O C ) c c 2 ) c c 1 C
S ( = O ) ( = O ) ( c 1 c ( c c ( F ) c ( c 1 ) Cl ) Cl ) N . B ( c 1 c c c ( O C ) c c 1 ) ( O ) O > C C # N . N # C C . C ( C ) # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . Cl C C Cl . C C N ( C ( C ) C ) C ( C ) C,C C N ( C ( C ) C ) C ( C ) C . C C # N . N # C C . C ( C ) # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . B ( c 1 c c c ( O C ) c c 1 ) ( O ) O . S ( = O ) ( = O ) ( c 1 c ( c c ( F ) c ( c 1 ) Cl ) Cl ) N . Cl C C Cl,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c ( Cl ) c ( F ) c c 2 Cl ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c ( Cl ) c ( F ) c c 2 Cl ) c c 1
c 1 ( B ( O ) O ) c c c ( O C ) c c 1 . c 1 ( c c ( c ( Cl ) c c 1 F ) S ( = O ) ( = O ) N ) Cl > Cl C C Cl . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . F C ( S ( = O ) ( [O-] ) = O ) ( F ) F . F C ( F ) ( S ( [O-] ) ( = O ) = O ) F . [Cu+2],O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . c 1 ( B ( O ) O ) c c c ( O C ) c c 1 . F C ( S ( = O ) ( [O-] ) = O ) ( F ) F . F C ( F ) ( S ( [O-] ) ( = O ) = O ) F . [Cu+2] . c 1 ( c c ( c ( Cl ) c c 1 F ) S ( = O ) ( = O ) N ) Cl . Cl C C Cl,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c ( Cl ) c ( F ) c c 2 Cl ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c ( Cl ) c ( F ) c c 2 Cl ) c c 1
N S ( = O ) ( = O ) c 1 c c c c ( F ) n 1 . C O c 1 c c c ( B ( O ) O ) c c 1 > C N ( C ) c 1 c c n c c 1 . Cl C C Cl . C N ( C ) C C N ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],C O c 1 c c c ( B ( O ) O ) c c 1 . N S ( = O ) ( = O ) c 1 c c c c ( F ) n 1 . Cl C C Cl . C N ( C ) C C N ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . C N ( C ) c 1 c c n c c 1,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c c c ( F ) n 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c c c ( F ) n 2 ) c c 1
O = S ( c 1 c c ( c c ( Br ) c 1 ) C ( O C ) = O ) ( = O ) N . O B ( O ) c 1 c c c ( c c 1 ) O C > O = C ( [O-] ) [O-] . [K+] . [K+] . C C # N . O = S ( = O ) ( C ( F ) ( F ) F ) [O-] . F C ( F ) ( F ) S ( = O ) ( = O ) [O-] . [Cu+2],O = S ( c 1 c c ( c c ( Br ) c 1 ) C ( O C ) = O ) ( = O ) N . O = C ( [O-] ) [O-] . [K+] . [K+] . O B ( O ) c 1 c c c ( c c 1 ) O C . C C # N . O = S ( = O ) ( C ( F ) ( F ) F ) [O-] . F C ( F ) ( F ) S ( = O ) ( = O ) [O-] . [Cu+2],C O C ( = O ) c 1 c c ( Br ) c c ( S ( = O ) ( = O ) N c 2 c c c ( O C ) c c 2 ) c 1,C O C ( = O ) c 1 c c ( Br ) c c ( S ( = O ) ( = O ) N ( c 2 c c c ( O C ) c c 2 ) c 2 c c c ( O C ) c c 2 ) c 1
F C ( F ) ( c 1 c c c ( c c 1 ) B ( O ) O ) F . c 1 c ( c c ( c c 1 Br ) S ( = O ) ( N ) = O ) C ( O C ) = O > C O . C ( N ( C ) C ) C N ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . C C N ( C C ) C C,C C N ( C C ) C C . C ( N ( C ) C ) C N ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . C O . c 1 c ( c c ( c c 1 Br ) S ( = O ) ( N ) = O ) C ( O C ) = O . F C ( F ) ( c 1 c c c ( c c 1 ) B ( O ) O ) F,C O C ( = O ) c 1 c c ( Br ) c c ( S ( = O ) ( = O ) N c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 1,C O C ( = O ) c 1 c c ( Br ) c c ( S ( = O ) ( = O ) N ( c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 1
c 1 n c ( S ( N ) ( = O ) = O ) c ( C ( = O ) N ( C ) C ) c c 1 . O B ( c 1 c c c ( c c 1 ) O C ) O > C 1 C C C 2 = N C C C N 2 C C 1 . O = C ( C ) [O-] . [O-] C ( = O ) C . [Cu+2] . Cl C C Cl,c 1 n c ( S ( N ) ( = O ) = O ) c ( C ( = O ) N ( C ) C ) c c 1 . Cl C C Cl . O = C ( C ) [O-] . [O-] C ( = O ) C . [Cu+2] . C 1 C C C 2 = N C C C N 2 C C 1 . O B ( c 1 c c c ( c c 1 ) O C ) O,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 n c c c c 2 C ( = O ) N ( C ) C ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 n c c c c 2 C ( = O ) N ( C ) C ) c c 1
C O c 1 c c c ( B ( O ) O ) c c 1 . C N ( C ) C ( = O ) c 1 c c c n c 1 S ( N ) ( = O ) = O > C c 1 c c c c ( C ) n 1 . Cl C C Cl . C C ( = O ) [O-] . C C ( = O ) [O-] . [Cu+2],C N ( C ) C ( = O ) c 1 c c c n c 1 S ( N ) ( = O ) = O . Cl C C Cl . C c 1 c c c c ( C ) n 1 . C O c 1 c c c ( B ( O ) O ) c c 1 . C C ( = O ) [O-] . C C ( = O ) [O-] . [Cu+2],C O c 1 c c c ( N S ( = O ) ( = O ) c 2 n c c c c 2 C ( = O ) N ( C ) C ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 n c c c c 2 C ( = O ) N ( C ) C ) c c 1
C O C ( = O ) c 1 c c ( Br ) c c ( S ( N ) ( = O ) = O ) c 1 . O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 > C O . C C N ( C ( C ) C ) C ( C ) C . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2],C O C ( = O ) c 1 c c ( Br ) c c ( S ( N ) ( = O ) = O ) c 1 . O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . C C N ( C ( C ) C ) C ( C ) C . C O . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2],C O C ( = O ) c 1 c c ( Br ) c c ( S ( = O ) ( = O ) N c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 1,C O C ( = O ) c 1 c c ( Br ) c c ( S ( = O ) ( = O ) N ( c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 1
C ( C S ( N ) ( = O ) = O ) N ( C ) C . O B ( O ) c 1 c c c ( O C ) c c 1 > C C O C ( C ) = O . C C N ( C C ) C C . O = C ( [O-] ) C . C ( C ) ( = O ) [O-] . [Cu+2],C C O C ( C ) = O . C C N ( C C ) C C . C ( C S ( N ) ( = O ) = O ) N ( C ) C . O B ( O ) c 1 c c c ( O C ) c c 1 . O = C ( [O-] ) C . C ( C ) ( = O ) [O-] . [Cu+2],C O c 1 c c c ( N S ( = O ) ( = O ) C C N ( C ) C ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C C N ( C ) C ) c c 1
N S ( = O ) ( = O ) C C c 1 c c c c c 1 . C O c 1 c c c ( B ( O ) O ) c c 1 > C N ( C ) C C N ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . C O . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+],O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . N S ( = O ) ( = O ) C C c 1 c c c c c 1 . C O . C O c 1 c c c ( B ( O ) O ) c c 1 . C N ( C ) C C N ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],C O c 1 c c c ( N S ( = O ) ( = O ) C C c 2 c c c c c 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C C c 2 c c c c c 2 ) c c 1
N S ( = O ) ( = O ) C c 1 c c c c ( C ( F ) ( F ) F ) c 1 . C O c 1 c c c ( B ( O ) O ) c c 1 > C N ( C ) c 1 c c n c c 1 . C C ( = O ) [O-] . C C ( = O ) [O-] . [Cu+2] . C C O C ( C ) = O,N S ( = O ) ( = O ) C c 1 c c c c ( C ( F ) ( F ) F ) c 1 . C O c 1 c c c ( B ( O ) O ) c c 1 . C C ( = O ) [O-] . C C ( = O ) [O-] . [Cu+2] . C C O C ( C ) = O . C N ( C ) c 1 c c n c c 1,C O c 1 c c c ( N S ( = O ) ( = O ) C c 2 c c c c ( C ( F ) ( F ) F ) c 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C c 2 c c c c ( C ( F ) ( F ) F ) c 2 ) c c 1
c 1 c ( c c c ( c 1 ) O C ) B ( O ) O . c 1 c ( S ( = O ) ( N ) = O ) c ( C ( O C C ) = O ) c c c 1 > C O . C C N ( C ( C ) C ) C ( C ) C . O = C ( C ) [O-] . O = C ( C ) [O-] . [Cu+2],c 1 c ( S ( = O ) ( N ) = O ) c ( C ( O C C ) = O ) c c c 1 . O = C ( C ) [O-] . O = C ( C ) [O-] . [Cu+2] . C C N ( C ( C ) C ) C ( C ) C . c 1 c ( c c c ( c 1 ) O C ) B ( O ) O . C O,C C O C ( = O ) c 1 c c c c c 1 S ( = O ) ( = O ) N c 1 c c c ( O C ) c c 1,C C O C ( = O ) c 1 c c c c c 1 S ( = O ) ( = O ) N ( c 1 c c c ( O C ) c c 1 ) c 1 c c c ( O C ) c c 1
O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . C O C C O c 1 c c c c c 1 S ( N ) ( = O ) = O > C C # N . C C # N . C C # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . C O,O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . C O C C O c 1 c c c c c 1 S ( N ) ( = O ) = O . C O . C C # N . C C # N . C C # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+],C O C C O c 1 c c c c c 1 S ( = O ) ( = O ) N c 1 c c c ( C ( F ) ( F ) F ) c c 1,C O C C O c 1 c c c c c 1 S ( = O ) ( = O ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
